FID,CTLabel,BoroCode,BoroName,CT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Area,nyct2010.poly_area,nyct2010.pct_qbuf,nyct2010.prop,OBJECTID *,Field1,X,name,totalpop,popdensity,mpop,fpop,pov,hhold,hhold_income,noins,transportation,pct_m_vuln,pct_f_vuln,pct_age_vuln,pct_pov,pct_noins,rank_noins,rank_pov,rank_agevuln,rank_income,rank_commute,rank_popdensity,pct_emp,rank_emp,rank_sum,BoroName,trunctfips,BoroCT2010,Shape_Area,flag_pov,flag_noins,flag_agevuln,flag_commute,flag_popdensity,flag_emp,flag_pov_75,flag_noins_75,flag_agevuln_75,flag_commute_75,flag_popdensity_75,flag_emp_75,flag_sum,flag_sum_75,fipstemp *
245,569,3,Brooklyn,56900,I,BK76,Greenpoint,4001,5735.062634,1376243.887,0.049366,125.222643,1251.549985,809,809,808,"Census Tract 569, Kings County, New York",1452,29442.3,153,150,83,714,71603,293,0,0.105372,0.103306,0.208678,0.116246499,0,84.883721,24,6.443798,27.325581,84.883721,31.831395,0.000841,66.23062,325.872093,Brooklyn,47056900,3056900,1376243.887,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3056900
246,570,3,Brooklyn,57000,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,8653.416235,2824696.889,0.101322,114.852895,3268.904628,810,810,809,"Census Tract 570, Kings County, New York",3609,35626,638,767,153,1442,62653,117,0,0.17678,0.212524,0.389305,0.106102635,0,5.620155,20,81.007752,37.209302,5.620155,39.534884,0.000469,35.416667,224.418605,Brooklyn,47057000,3057000,2824696.889,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3057000
247,571,3,Brooklyn,57100,E,BK76,Greenpoint,4001,5516.210534,1892836.353,0.067896,44.845122,1393.588684,811,811,810,"Census Tract 571, Kings County, New York",3873,57037.2,258,369,253,1898,60750,573,0,0.066615,0.095275,0.16189,0.133298209,0,63.662791,32,3.294574,39.922481,63.662791,66.036822,0.001342,87.54845,355.910853,Brooklyn,47057100,3057100,1892836.353,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3057100
248,572,3,Brooklyn,57200,E,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,6491.895195,2622725.166,0.094078,54.444704,2197.758645,812,812,811,"Census Tract 572, Kings County, New York",4561,48487.4,752,831,1059,2111,19933,122,0,0.164876,0.182197,0.347073,0.501657982,0,4.118217,96,58.478682,96.560078,4.118217,55.717054,0.000861,67.53876,382.606589,Brooklyn,47057200,3057200,2622725.166,1,0,0,0,0,0,1,0,0,0,0,0,1,1,3057200
249,573,3,Brooklyn,57300,I,BK76,Greenpoint,4001,5625.868599,1831149.523,0.065684,139.51442,1274.073927,813,813,812,"Census Tract 573, Kings County, New York",2299,35001.1,147,259,154,1011,60781,381,0,0.063941,0.112658,0.176599,0.152324431,0,72.238372,39,3.73062,39.825581,72.238372,38.80814,0.000867,67.877907,333.236434,Brooklyn,47057300,3057300,1831149.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3057300
250,574,3,Brooklyn,57400,I,BK44,Madison,4016,6539.238886,1713577.629,0.061466,84.775687,2494.1107,814,814,813,"Census Tract 574, Kings County, New York",2942,47861.5,382,551,132,1012,90263,109,0,0.129844,0.187288,0.317131,0.130434783,0,7.364341,30,38.468992,13.226744,7.364341,54.99031,0.000588,45.687984,197.52907,Brooklyn,47057400,3057400,1713577.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3057400
251,576,3,Brooklyn,57600,I,BK44,Madison,4016,5342.001098,1707334.544,0.061242,142.510643,2599.823205,816,816,815,"Census Tract 576, Kings County, New York",3090,50459.1,398,490,123,1038,63980,230,0,0.128803,0.158576,0.287379,0.11849711,0,23.449612,25,23.110465,35.513566,23.449612,57.945736,0.00072,56.976744,245.639535,Brooklyn,47057600,3057600,1707334.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3057600
252,578,3,Brooklyn,57800,I,BK44,Madison,4016,5522.413912,1853782.133,0.066496,201.30642,3141.000162,817,817,816,"Census Tract 578, Kings County, New York",3141,47233.4,471,678,298,1116,40577,342,0,0.149952,0.215855,0.365807,0.26702509,0,41.908915,71,69.525194,71.705426,41.908915,54.457364,0.000655,51.841085,402.374031,Brooklyn,47057800,3057800,1853782.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3057800
253,580,3,Brooklyn,58000,E,BK44,Madison,4016,5340.45621,1707766.255,0.061258,107.296582,2432.565599,819,819,818,"Census Tract 580, Kings County, New York",3833,62577.9,663,676,364,1257,39311,563,0,0.172972,0.176363,0.349335,0.289578361,0,63.032946,75,60.02907,73.837209,63.032946,71.027132,0.000768,61.337209,467.151163,Brooklyn,47058000,3058000,1707766.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3058000
254,586,3,Brooklyn,58600,E,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,5442.139455,1759616.26,0.063118,23.50084,458.390621,822,822,821,"Census Tract 586, Kings County, New York",2591,41057.6,444,587,162,808,53636,378,0,0.171362,0.226553,0.397916,0.20049505,0,62.403101,55,83.866279,50.436047,62.403101,46.850775,0.000565,43.846899,404.844961,Brooklyn,47058600,3058600,1759616.26,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3058600
255,591,3,Brooklyn,59100,E,BK76,Greenpoint,4001,5916.284007,2060784.33,0.073921,0,0,826,826,825,"Census Tract 591, Kings County, New York",3825,51945.3,297,400,234,1845,66693,815,0,0.077647,0.104575,0.182222,0.126829268,0,88.032946,29,4.069767,32.55814,88.032946,59.932171,0.001017,76.356589,377.664729,Brooklyn,47059100,3059100,2060784.33,0,0,0,0,0,0,0,1,0,1,0,1,0,3,3059100
256,592,3,Brooklyn,59200,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,8185.09612,2360097.749,0.084657,89.766,2815.144023,827,827,826,"Census Tract 592, Kings County, New York",4379,51715.7,800,891,371,1663,54067,267,0,0.18269,0.203471,0.386161,0.2230908,0,16.957364,61,79.748062,49.95155,16.957364,59.786822,0.000643,50.775194,335.174419,Brooklyn,47059200,3059200,2360097.749,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3059200
257,593,3,Brooklyn,59300,E,BK76,Greenpoint,4001,6059.94116,2023694.836,0.07259,0,0,828,828,827,"Census Tract 593, Kings County, New York",2047,28184.4,208,271,145,840,62708,410,0,0.101612,0.132389,0.234001,0.172619048,0,84.205426,45,9.593023,37.112403,84.205426,29.94186,0.000653,51.598837,341.666667,Brooklyn,47059300,3059300,2023694.836,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3059300
258,594.01,3,Brooklyn,59401,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,9659.798155,4528015.907,0.162421,71.421081,4268.307557,829,829,828,"Census Tract 594.01, Kings County, New York",7638,47031.6,1099,1457,724,3048,47593,874,0,0.143886,0.190757,0.334643,0.237532808,0,45.05814,65,50.629845,59.738372,45.05814,54.118217,0.000659,52.277132,371.656977,Brooklyn,47059401,3059401,4528015.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3059401
259,594.02,3,Brooklyn,59402,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,8094.774044,3470556.205,0.12449,79.923082,2383.88922,830,830,829,"Census Tract 594.02, Kings County, New York",4462,35837.1,693,916,230,1924,68750,343,0,0.155312,0.205289,0.360601,0.11954262,0,24.709302,26,66.521318,29.699612,24.709302,39.680233,0.000551,42.44186,253.294574,Brooklyn,47059402,3059402,3470556.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3059402
260,596,3,Brooklyn,59600,E,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,6850.705576,1863185.138,0.066833,198.958471,2416.000088,831,831,830,"Census Tract 596, Kings County, New York",2416,36152.5,469,568,203,1107,66172,168,0,0.194123,0.235099,0.429222,0.1833785,0,20.784884,48,92.102713,33.187984,20.784884,40.116279,0.000516,39.486434,294.622093,Brooklyn,47059600,3059600,1863185.138,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3059600
261,600,3,Brooklyn,60000,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,9650.320534,4732242.741,0.169747,126.810883,4020.162448,833,833,832,"Census Tract 600, Kings County, New York",5510,32439.8,943,963,513,2584,50433,351,0,0.171143,0.174773,0.345917,0.198529412,0,18.217054,54,57.994186,55.668605,18.217054,35.901163,0.00053,40.649225,280.862403,Brooklyn,47060000,3060000,4732242.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3060000
262,612,3,Brooklyn,61200,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,7177.851349,2131583.459,0.07646,0.909161,9.282574,839,839,838,"Census Tract 612, Kings County, New York",1021,13339.5,154,199,103,383,67813,109,0,0.150833,0.194907,0.345739,0.268929504,0,40.939922,71,57.800388,30.668605,40.939922,9.738372,0.000227,11.918605,263.420543,Brooklyn,47061200,3061200,2131583.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3061200
263,632,3,Brooklyn,63200,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,5753.22714,1264075.703,0.045343,52.443692,762.534333,845,845,844,"Census Tract 632, Kings County, New York",1454,32066.6,231,318,91,637,53094,39,0,0.158872,0.218707,0.377579,0.142857143,0,4.166667,35,76.017442,51.114341,4.166667,35.222868,0.000494,38.081395,243.895349,Brooklyn,47063200,3063200,1264075.703,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3063200
264,636,3,Brooklyn,63600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5230.945403,1230571.832,0.044141,0,0,846,846,845,"Census Tract 636, Kings County, New York",1344,30448.6,312,172,62,514,91136,31,0,0.232143,0.127976,0.360119,0.120622568,0,3.246124,26,66.27907,12.5,3.246124,33.139535,0.000565,43.604651,187.984496,Brooklyn,47063600,3063600,1230571.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3063600
265,638,3,Brooklyn,63800,I,BK44,Madison,4016,8403.549886,1498401.084,0.053748,20.902188,362.863443,847,847,846,"Census Tract 638, Kings County, New York",1736,32300,307,426,40,671,72527,84,0,0.176843,0.245392,0.422235,0.059612519,0,11.821705,6,90.891473,26.162791,11.821705,35.755814,0.000504,38.468992,220.445736,Brooklyn,47063800,3063800,1498401.084,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3063800
266,640,3,Brooklyn,64000,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5734.951869,1651211.884,0.059229,0,0,848,848,847,"Census Tract 640, Kings County, New York",1906,32180.5,403,383,109,600,90833,32,0,0.211438,0.200944,0.412382,0.181666667,0,2.131783,48,88.178295,12.742248,2.131783,35.465116,0.000507,38.75969,227.034884,Brooklyn,47064000,3064000,1651211.884,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3064000
267,646,3,Brooklyn,64600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5619.588955,1782721.283,0.063947,0,0,851,851,850,"Census Tract 646, Kings County, New York",2507,39201,585,452,55,727,79926,69,0,0.233347,0.180295,0.413642,0.07565337,0,4.263566,9,88.468992,19.912791,4.263566,44.234496,0.000599,46.705426,217.248062,Brooklyn,47064600,3064600,1782721.283,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3064600
268,648,3,Brooklyn,64800,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5217.264794,1631120.822,0.058509,0,0,852,852,851,"Census Tract 648, Kings County, New York",1848,31588.1,427,417,64,681,62232,99,0,0.231061,0.225649,0.45671,0.093979442,0,13.905039,16,95.687984,37.54845,13.905039,34.593023,0.000606,47.286822,258.624031,Brooklyn,47064800,3064800,1631120.822,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3064800
269,650,3,Brooklyn,65000,I,BK58,Flatlands,4009,5765.937559,1789145.951,0.064177,0,0,853,853,852,"Census Tract 650, Kings County, New York",1465,22826.1,186,271,71,513,66076,103,0,0.126962,0.184983,0.311945,0.138401559,0,21.26938,33,34.883721,33.333333,21.26938,21.802326,0.000411,29.505814,195.494186,Brooklyn,47065000,3065000,1789145.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3065000
270,652,3,Brooklyn,65200,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6302.37444,1875210.185,0.067264,111.390958,740.536624,854,854,853,"Census Tract 652, Kings County, New York",1277,18930.6,233,321,40,478,97000,37,0,0.182459,0.25137,0.433829,0.083682008,0,4.651163,12,92.926357,9.932171,4.651163,16.666667,0.000383,26.986434,168.120155,Brooklyn,47065200,3065200,1875210.185,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3065200
271,654,3,Brooklyn,65400,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6780.003081,1631231.599,0.058513,56.263404,597.537689,855,855,854,"Census Tract 654, Kings County, New York",1793,30647.8,364,288,79,620,91667,6,0,0.203012,0.160625,0.363636,0.127419355,0,1.21124,29,68.362403,12.160853,1.21124,33.381783,0.000608,47.577519,192.974806,Brooklyn,47065400,3065400,1631231.599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3065400
272,656,3,Brooklyn,65600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5236.660793,1653143.993,0.059299,0,0,856,856,855,"Census Tract 656, Kings County, New York",1873,31586.9,331,374,77,639,92882,64,0,0.176722,0.19968,0.376401,0.120500782,0,6.25,26,75.290698,11.143411,6.25,34.544574,0.000625,49.224806,208.575581,Brooklyn,47065600,3065600,1653143.993,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3065600
273,658,3,Brooklyn,65800,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6272.716224,1650702.203,0.059211,0,0,857,857,856,"Census Tract 658, Kings County, New York",2226,37592.1,429,383,48,735,75417,161,0,0.192722,0.172058,0.36478,0.065306122,0,22.625969,7,68.992248,23.885659,22.625969,42.393411,0.0006,46.850775,234.108527,Brooklyn,47065800,3065800,1650702.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3065800
274,660,3,Brooklyn,66000,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5223.596892,1639605.457,0.058813,47.908233,513.194257,858,858,857,"Census Tract 660, Kings County, New York",1957,33277.4,413,374,56,686,80278,77,0,0.211037,0.191109,0.402146,0.081632653,0,7.848837,11,85.319767,19.815891,7.848837,36.918605,0.000599,46.802326,216.036822,Brooklyn,47066000,3066000,1639605.457,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3066000
275,670,3,Brooklyn,67000,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6204.720557,2244629.286,0.080515,154.920725,2554.938407,860,860,859,"Census Tract 670, Kings County, New York",2901,36076.7,510,452,91,1022,62045,337,0,0.175801,0.155808,0.33161,0.089041096,0,45.881783,14,48.304264,37.936047,45.881783,39.97093,0.000587,45.445736,277.422481,Brooklyn,47067000,3067000,2244629.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3067000
276,672,3,Brooklyn,67200,I,BK58,Flatlands,4009,8351.807821,1876487.989,0.06731,58.279684,564.195037,861,861,860,"Census Tract 672, Kings County, New York",1789,26593,328,256,6,441,61840,346,0,0.183343,0.143097,0.326439,0.013605442,0,82.122093,1,44.670543,38.420543,82.122093,27.761628,0.000393,28.003876,303.875969,Brooklyn,47067200,3067200,1876487.989,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3067200
277,674,3,Brooklyn,67400,I,BK58,Flatlands,4009,7270.497882,2039940.895,0.073173,7.118925,82.668586,862,862,861,"Census Tract 674, Kings County, New York",1967,26925.3,250,356,56,630,72143,223,0,0.127097,0.180986,0.308083,0.088888889,0,44.815891,14,32.897287,26.356589,44.815891,28.100775,0.000526,40.358527,231.25,Brooklyn,47067400,3067400,2039940.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3067400
278,676,3,Brooklyn,67600,I,BK58,Flatlands,4009,6353.535035,1672665.705,0.059999,94.827909,1833.030817,863,863,862,"Census Tract 676, Kings County, New York",1933,32221.9,273,203,34,613,70708,263,0,0.141231,0.105018,0.246249,0.055464927,0,56.879845,5,11.676357,28.052326,56.879845,35.610465,0.000525,40.213178,233.963178,Brooklyn,47067600,3067600,1672665.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3067600
279,678,3,Brooklyn,67800,I,BK58,Flatlands,4009,5416.415398,1789096.28,0.064175,29.997948,768.850483,864,864,863,"Census Tract 678, Kings County, New York",2563,39935.4,292,408,88,887,79673,244,0,0.113929,0.159188,0.273117,0.099210823,0,34.302326,17,18.313953,20.155039,34.302326,45.251938,0.000708,56.29845,225.872093,Brooklyn,47067800,3067800,1789096.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3067800
280,680,3,Brooklyn,68000,I,BK58,Flatlands,4009,5527.063945,1817783.466,0.065204,3.315325,67.334516,865,865,864,"Census Tract 680, Kings County, New York",2031,31151.8,436,409,83,576,66000,219,0,0.214673,0.201379,0.416051,0.144097222,0,41.424419,36,89.098837,33.430233,41.424419,34.060078,0.000592,45.930233,320.881783,Brooklyn,47068000,3068000,1817783.466,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3068000
281,682,3,Brooklyn,68200,I,BK58,Flatlands,4009,6486.696529,2176848.589,0.078084,80.198274,1537.450865,866,866,865,"Census Tract 682, Kings County, New York",2999,38408.8,366,397,34,867,79199,397,0,0.122041,0.132377,0.254418,0.039215686,0,54.554264,2,13.614341,20.445736,54.554264,43.362403,0.000599,46.753876,235.707364,Brooklyn,47068200,3068200,2176848.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3068200
282,686,3,Brooklyn,68600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6255.090622,1592924.527,0.057139,264.477952,1441.00001,867,867,866,"Census Tract 686, Kings County, New York",1441,25216.4,197,299,141,673,48542,104,0,0.136711,0.207495,0.344205,0.209509658,0,22.48062,58,56.540698,58.527132,22.48062,25.823643,0.000505,38.565891,282.364341,Brooklyn,47068600,3068600,1592924.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3068600
283,688,3,Brooklyn,68800,I,BK58,Flatlands,4009,5544.892821,1686416.938,0.060492,144.85294,1711.852888,868,868,867,"Census Tract 688, Kings County, New York",1794,29611.8,293,239,60,587,86563,220,0,0.163322,0.133222,0.296544,0.102214651,0,49.031008,18,26.986434,15.01938,49.031008,31.976744,0.000523,39.97093,230.184109,Brooklyn,47068800,3068800,1686416.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3068800
284,690,3,Brooklyn,69000,I,BK58,Flatlands,4009,6663.143816,1861629.059,0.066777,53.70513,981.196653,869,869,868,"Census Tract 690, Kings County, New York",1827,27365.8,244,327,25,612,76250,117,0,0.133552,0.178982,0.312534,0.040849673,0,18.410853,3,35.368217,22.868217,18.410853,28.972868,0.000579,44.718992,171.26938,Brooklyn,47069000,3069000,1861629.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3069000
285,692,3,Brooklyn,69200,I,BK58,Flatlands,4009,6487.948554,1952887.719,0.07005,72.995643,1884.75503,870,870,869,"Census Tract 692, Kings County, New York",2582,36700.3,395,493,61,804,83261,400,0,0.152982,0.190937,0.343919,0.075870647,0,67.102713,9,56.20155,16.569767,67.102713,40.939922,0.000619,48.69186,306.104651,Brooklyn,47069200,3069200,1952887.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3069200
286,728,3,Brooklyn,72800,I,BK58,Flatlands,4009,7568.728376,2282665.345,0.08188,57.872584,2160.392188,882,882,881,"Census Tract 728, Kings County, New York",3733,45595,563,608,258,1424,51991,489,0,0.150817,0.162872,0.313689,0.181179775,0,53.77907,47,36.094961,52.955426,53.77907,52.616279,0.000733,58.478682,355.184108,Brooklyn,47072800,3072800,2282665.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3072800
287,734,3,Brooklyn,73400,I,BK58,Flatlands,4009,5187.844559,1626697.941,0.05835,13.569538,327.841348,885,885,884,"Census Tract 734, Kings County, New York",2416,41411,377,452,44,675,76971,134,0,0.156043,0.187086,0.343129,0.065185185,0,14.631783,7,55.813953,22.238372,14.631783,47.189922,0.000609,47.674419,208.72093,Brooklyn,47073400,3073400,1626697.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3073400
288,736,3,Brooklyn,73600,E,BK58,Flatlands,4009,5936.261853,1922085.85,0.068946,0,0,886,886,885,"Census Tract 736, Kings County, New York",3742,54346.3,778,477,377,1273,42264,330,0,0.20791,0.127472,0.335382,0.296150825,0,30.523256,76,51.25969,68.70155,30.523256,62.887597,0.000801,63.468992,383.236434,Brooklyn,47073600,3073600,1922085.85,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3073600
289,738,3,Brooklyn,73800,I,BK58,Flatlands,4009,5801.495222,1944417.126,0.069747,2.285915,82.133253,887,887,886,"Census Tract 738, Kings County, New York",3593,51535.3,547,595,134,1186,60859,161,0,0.15224,0.1656,0.31784,0.112984823,0,9.738372,23,38.953488,39.777132,9.738372,59.544574,0.000817,64.631783,245.591085,Brooklyn,47073800,3073800,1944417.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3073800
290,740,3,Brooklyn,74000,I,BK58,Flatlands,4009,5614.879201,1747894.601,0.062697,39.815052,1666.266577,888,888,887,"Census Tract 740, Kings County, New York",4185,66748.2,589,757,151,1183,52669,381,0,0.140741,0.180884,0.321625,0.127641589,0,32.025194,29,41.472868,51.841085,32.025194,73.69186,0.000911,70.591085,330.910853,Brooklyn,47074000,3074000,1747894.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3074000
291,742,3,Brooklyn,74200,I,BK58,Flatlands,4009,5663.839853,1876115.545,0.067297,17.408154,610.15825,889,889,888,"Census Tract 742, Kings County, New York",3505,52074,734,531,89,967,75727,159,0,0.209415,0.151498,0.360913,0.092037229,0,9.835271,15,66.812016,23.69186,9.835271,60.125969,0.000793,63.226744,248.69186,Brooklyn,47074200,3074200,1876115.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3074200
292,744,3,Brooklyn,74400,I,BK58,Flatlands,4009,5612.220413,1844716.483,0.06617,91.516227,2588.089244,890,890,889,"Census Tract 744, Kings County, New York",2828,42821,671,696,74,660,98269,29,0,0.23727,0.24611,0.48338,0.112121212,0,1.598837,23,97.432171,9.544574,1.598837,49.176357,0.000602,47.044574,229.166667,Brooklyn,47074400,3074400,1844716.483,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3074400
293,746,3,Brooklyn,74600,I,BK58,Flatlands,4009,7730.189302,2159993.828,0.077479,37.910105,836.679364,891,891,890,"Census Tract 746, Kings County, New York",2207,28427.9,576,426,67,649,82188,93,0,0.260988,0.193022,0.45401,0.103235747,0,8.76938,18,95.542636,17.877907,8.76938,30.426357,0.000439,32.46124,212.257752,Brooklyn,47074600,3074600,2159993.828,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3074600
294,748,3,Brooklyn,74800,I,BK43,Midwood,4015,5679.863624,1900351.998,0.068166,99.225775,1773.1717,892,892,891,"Census Tract 748, Kings County, New York",1787,26215.4,411,300,152,652,54219,61,0,0.229994,0.167879,0.397874,0.233128834,0,6.20155,64,83.817829,49.757752,6.20155,27.180233,0.000466,35.077519,272.044574,Brooklyn,47074800,3074800,1900351.998,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3074800
295,750,3,Brooklyn,75000,E,BK43,Midwood,4015,5639.078726,1866699.15,0.066959,3.752457,112.499119,893,893,892,"Census Tract 750, Kings County, New York",2998,44774.5,698,486,172,950,51912,151,0,0.232822,0.162108,0.39493,0.181052632,0,12.45155,47,82.897287,53.197674,12.45155,51.501938,0.000648,51.162791,311.046512,Brooklyn,47075000,3075000,1866699.15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3075000
296,752,3,Brooklyn,75200,I,BK43,Midwood,4015,5638.878715,1864085.121,0.066865,0,0,894,894,893,"Census Tract 752, Kings County, New York",1035,15477.7,264,274,20,301,72679,42,0,0.255072,0.264734,0.519807,0.066445183,0,8.333333,7,98.69186,26.065891,8.333333,11.918605,0.000304,19.767442,180.03876,Brooklyn,47075200,3075200,1864085.121,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3075200
297,754,3,Brooklyn,75400,I,BK43,Midwood,4015,5639.972181,1867167.796,0.066976,28.7688,428.08145,895,895,894,"Census Tract 754, Kings County, New York",1488,22218.2,350,286,16,446,93472,17,0,0.235215,0.192204,0.427419,0.035874439,0,1.647287,2,91.715116,10.658915,1.647287,21.075581,0.000322,21.172481,149.806202,Brooklyn,47075400,3075400,1867167.796,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3075400
298,756,3,Brooklyn,75600,I,BK43,Midwood,4015,5582.965047,1867819.331,0.066999,17.474463,358.402662,896,896,895,"Census Tract 756, Kings County, New York",2051,30609,445,486,132,682,66090,65,0,0.216967,0.236958,0.453925,0.193548387,0,5.329457,52,95.494186,33.284884,5.329457,33.333333,0.00049,37.645349,262.742248,Brooklyn,47075600,3075600,1867819.331,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3075600
299,760,3,Brooklyn,76000,I,BK43,Midwood,4015,6345.003304,1954536.395,0.07011,0,0,898,898,897,"Census Tract 760, Kings County, New York",2853,40693.7,622,673,305,1025,45288,199,0,0.218016,0.235892,0.453908,0.297560976,0,21.075581,76,95.397287,63.662791,21.075581,46.560078,0.000684,54.069767,377.906977,Brooklyn,47076000,3076000,1954536.395,0,0,1,0,0,0,1,0,1,0,0,0,1,2,3076000
300,762,3,Brooklyn,76200,E,BK43,Midwood,4015,5822.844403,2024074.617,0.072604,18.354088,935.511617,899,899,898,"Census Tract 762, Kings County, New York",5097,70202.9,1025,1099,371,1643,47519,786,0,0.201099,0.215617,0.416716,0.225806452,0,66.763566,62,89.244186,59.883721,66.763566,76.25969,0.000884,68.992248,489.631783,Brooklyn,47076200,3076200,2024074.617,0,0,0,0,0,0,0,0,1,0,1,0,0,2,3076200
301,764,3,Brooklyn,76400,I,BK42,Flatbush,4015,7034.140418,1740194.686,0.062421,13.679833,522.571716,900,900,899,"Census Tract 764, Kings County, New York",3820,61228.3,547,766,220,1264,50773,539,0,0.143194,0.200524,0.343717,0.174050633,0,59.786822,45,56.153101,55.087209,59.786822,69.670543,0.00107,78.536822,424.515504,Brooklyn,47076400,3076400,1740194.686,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3076400
302,768,3,Brooklyn,76800,E,BK43,Midwood,4015,9001.209896,3265655.286,0.11714,4.537892,159.371412,902,902,901,"Census Tract 768, Kings County, New York",3512,29984.5,622,779,326,1124,51875,267,0,0.177107,0.221811,0.398918,0.290035587,0,24.079457,75,84.302326,53.391473,24.079457,32.55814,0.000419,30.329457,323.74031,Brooklyn,47076800,3076800,3265655.286,0,0,0,0,0,0,1,0,1,0,0,0,0,2,3076800
303,774,3,Brooklyn,77400,I,BK42,Flatbush,4015,7821.411124,1596705.158,0.057274,100.766868,2818.398788,905,905,904,"Census Tract 774, Kings County, New York",3121,54704.5,510,449,221,1096,50463,254,0,0.163409,0.143864,0.307273,0.201642336,0,26.405039,55,32.412791,55.523256,26.405039,63.420543,0.000958,73.498062,333.042636,Brooklyn,47077400,3077400,1596705.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3077400
