FID,CTLabel,BoroCode,BoroName,CT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Area,nyct2010.poly_area,nyct2010.pct_qbuf,nyct2010.prop,OBJECTID *,Field1,X,name,totalpop,popdensity,mpop,fpop,pov,hhold,hhold_income,noins,transportation,pct_m_vuln,pct_f_vuln,pct_age_vuln,pct_pov,pct_noins,rank_noins,rank_pov,rank_agevuln,rank_income,rank_commute,rank_popdensity,pct_emp,rank_emp,rank_sum,BoroName,trunctfips,BoroCT2010,Shape_Area,flag_pov,flag_noins,flag_agevuln,flag_commute,flag_popdensity,flag_emp,flag_pov_75,flag_noins_75,flag_agevuln_75,flag_commute_75,flag_popdensity_75,flag_emp_75,flag_sum,flag_sum_75,fipstemp *
1907,400,3,Brooklyn,40000,E,BK29,Bensonhurst East,4017,6639.763571,2058373.047,0.073834,0,0,672,672,671,"Census Tract 400, Kings County, New York",3623,48872.5,765,768,293,1114,43690,601,0,0.211151,0.211979,0.42313,0.263016158,0,72.335271,70,91.133721,66.715116,72.335271,55.959302,0.000562,43.410853,472.093023,Brooklyn,47040000,3040000,2058373.047,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3040000
1908,410,3,Brooklyn,41000,E,BK29,Bensonhurst East,4017,5990.265168,1537209.751,0.05514,9.837097,176.478225,681,681,680,"Census Tract 410, Kings County, New York",1794,32521.9,318,354,138,702,47424,151,0,0.177258,0.197324,0.374582,0.196581197,0,28.003876,54,74.127907,60.125969,28.003876,36.046512,0.000478,36.19186,316.036822,Brooklyn,47041000,3041000,1537209.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041000
1909,232,3,Brooklyn,23200,E,BK88,Borough Park,4014,7284.636123,2436821.503,0.087409,31.339771,1924.896458,518,518,517,"Census Tract 232, Kings County, New York",6142,70274.3,1488,1607,428,1455,30574,362,0,0.242266,0.261641,0.503908,0.294158076,0,15.939922,76,98.207364,85.319767,15.939922,76.405039,0.000635,50,417.441861,Brooklyn,47023200,3023200,2436821.503,0,0,1,0,0,0,1,0,1,0,1,0,1,3,3023200
1910,234,3,Brooklyn,23400,E,BK88,Borough Park,4014,6241.897363,1827230.614,0.065543,83.240647,4539.13063,520,520,519,"Census Tract 234, Kings County, New York",5453,83183.9,1569,1585,565,1421,25804,323,0,0.287732,0.290666,0.578397,0.397607319,0,16.182171,88,99.515504,90.455426,16.182171,83.430233,0.000741,59.544574,453.100775,Brooklyn,47023400,3023400,1827230.614,0,0,1,0,0,0,1,0,1,0,1,0,1,3,3023400
1911,116,3,Brooklyn,11600,E,BK88,Borough Park,4014,5869.317339,1724997.732,0.061876,2.10388,95.158887,416,416,415,"Census Tract 116, Kings County, New York",4523,73094.2,717,824,325,1243,34279,686,0,0.158523,0.18218,0.340703,0.2614642,0,65.261628,70,54.118217,81.007752,65.261628,78.246124,0.000906,70.300388,484.060077,Brooklyn,47011600,3011600,1724997.732,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3011600
1912,216,3,Brooklyn,21600,E,BK88,Borough Park,4014,6210.278881,1810243.926,0.064934,13.732866,578.155989,504,504,503,"Census Tract 216, Kings County, New York",4210,64835.2,1018,1090,263,1058,34068,433,0,0.241805,0.258907,0.500713,0.248582231,0,38.71124,67,98.062016,81.153101,38.71124,72.771318,0.000629,49.467054,446.075581,Brooklyn,47021600,3021600,1810243.926,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3021600
1913,218,3,Brooklyn,21800,E,BK88,Borough Park,4014,5927.279419,1698856.968,0.060938,56.553856,2618.453985,506,506,505,"Census Tract 218, Kings County, New York",4630,75983.1,1185,1300,308,1006,32150,231,0,0.25594,0.280778,0.536717,0.306163022,0,12.354651,78,99.079457,83.187984,12.354651,79.457364,0.000597,46.511628,410.465116,Brooklyn,47021800,3021800,1698856.968,0,0,1,0,0,0,1,0,1,0,1,0,1,3,3021800
1914,100,3,Brooklyn,10000,E,BK34,Sunset Park East,4012,5203.434379,1625060.713,0.058291,206.743656,5504.454801,407,407,406,"Census Tract 100, Kings County, New York",6413,110019.2,1102,1021,684,1814,27529,1363,0,0.171838,0.159208,0.331046,0.377067255,0,87.887597,86,47.819767,88.953488,87.887597,92.781008,0.001267,85.707364,577.47093,Brooklyn,47010000,3010000,1625060.713,0,0,0,0,1,0,1,1,0,1,1,1,1,5,3010000
1915,106,3,Brooklyn,10600,E,BK34,Sunset Park East,4012,5203.318579,1624784.393,0.058281,0,0,411,411,410,"Census Tract 106, Kings County, New York",6008,103097.1,761,880,495,1461,33090,1086,0,0.126664,0.146471,0.273136,0.338809035,0,78.197674,82,18.362403,82.315891,78.197674,90.939922,0.001129,81.056202,511.385659,Brooklyn,47010600,3010600,1624784.393,0,0,0,0,1,0,1,1,0,1,1,1,1,5,3010600
1916,90,3,Brooklyn,9000,E,BK34,Sunset Park East,4012,5208.353473,1631111.773,0.058508,0,0,402,402,401,"Census Tract 90, Kings County, New York",3330,58080.9,505,508,216,902,33654,774,0,0.151652,0.152553,0.304204,0.239467849,0,91.618217,65,30.959302,81.831395,91.618217,66.957364,0.000698,55.474806,483.672481,Brooklyn,47009000,3009000,1631111.773,0,1,0,1,0,0,0,1,0,1,0,0,2,2,3009000
1917,92,3,Brooklyn,9200,E,BK34,Sunset Park East,4012,4679.945411,1218874.037,0.043721,0,0,403,403,402,"Census Tract 92, Kings County, New York",5249,120077.8,933,988,396,1622,39122,1228,0,0.177748,0.188226,0.365974,0.244143033,0,92.005814,66,69.767442,74.370155,92.005814,95.106589,0.001633,92.53876,582.025194,Brooklyn,47009200,3009200,1218874.037,0,1,0,1,1,1,0,1,0,1,1,1,4,4,3009200
1918,117,3,Brooklyn,11700,I,BK37,Park Slope-Gowanus,4005,5822.992409,2160662.467,0.077503,22.407071,615.972833,417,417,416,"Census Tract 117, Kings County, New York",2749,35148.4,307,256,123,1245,74125,502,0,0.111677,0.093125,0.204802,0.098795181,0,78.924419,17,5.959302,24.95155,78.924419,39.001938,0.000722,57.170543,302.083333,Brooklyn,47011700,3011700,2160662.467,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3011700
1919,180,3,Brooklyn,18000,E,BK27,Bath Beach,4017,6100.980745,1896108.858,0.068014,139.566824,2409.574874,470,470,469,"Census Tract 180, Kings County, New York",3253,47839.1,858,517,214,1011,55280,432,0,0.263757,0.15893,0.422687,0.211671612,0,54.796512,59,91.036822,47.965116,54.796512,54.94186,0.000637,50.193798,412.354651,Brooklyn,47018000,3018000,1896108.858,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3018000
1920,319.01,5,Staten Island,31901,E,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3903,8255.026912,4126595.919,0.148022,0,0,2062,2062,2061,"Census Tract 319.01, Richmond County, New York",2916,19462.5,536,646,452,1086,27031,297,0,0.183813,0.221536,0.40535,0.416206262,0,37.984496,90,86.143411,89.244186,37.984496,17.344961,0.00032,21.075581,379.602713,Staten Island,85031901,5031901,4126595.919,0,0,0,0,0,0,1,0,1,0,0,0,0,2,5031901
1921,323,5,Staten Island,32300,E,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3903,37831.97812,41202676.29,1.477946,0,0,2064,2064,2063,"Census Tract 323, Richmond County, New York",1106,742,212,200,88,464,58804,132,0,0.191682,0.180832,0.372514,0.189655172,0,47.141473,50,73.062016,43.071705,47.141473,1.114341,0.000016,0.968992,262.984496,Staten Island,85032300,5032300,41202676.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5032300
1922,477,3,Brooklyn,47700,E,BK90,East Williamsburg,4001,8713.946447,2344076.879,0.084083,67.245473,2269.548431,724,724,723,"Census Tract 477, Kings County, New York",3548,41904.3,212,272,216,1723,81659,561,0,0.059752,0.076663,0.136415,0.125362739,0,68.70155,28,2.083333,18.604651,68.70155,47.625969,0.001026,76.744186,310.513566,Brooklyn,47047700,3047700,2344076.879,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3047700
1923,497,3,Brooklyn,49700,E,BK90,East Williamsburg,4001,5956.060627,1772499.975,0.06358,137.926639,2914.00006,741,741,740,"Census Tract 497, Kings County, New York",2914,45676.8,146,316,241,1488,75694,377,0,0.050103,0.108442,0.158545,0.161962366,0,52.858527,42,3.197674,23.74031,52.858527,52.713178,0.001015,76.30814,303.246124,Brooklyn,47049700,3049700,1772499.975,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3049700
1924,528,4,Queens,52800,E,QN08,St. Albans,4112,6980.754819,1941630.898,0.069647,0,0,1661,1661,1660,"Census Tract 528, Queens County, New York",1427,20487.8,230,276,63,447,59125,202,0,0.161177,0.193413,0.35459,0.140939597,0,60.02907,34,62.693798,42.49031,60.02907,18.507752,0.000278,16.957364,294.864341,Queens,81052800,4052800,1941630.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4052800
1925,398,4,Queens,39800,I,QN08,St. Albans,4112,6711.244231,2164072.43,0.077626,0.601057,11.87693,1583,1583,1582,"Census Tract 398, Queens County, New York",1976,25418.1,325,270,41,511,68523,304,0,0.164474,0.13664,0.301113,0.080234834,0,66.521318,11,29.554264,29.99031,66.521318,26.21124,0.000261,15.503876,245.251938,Queens,81039800,4039800,2164072.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4039800
1926,424,4,Queens,42400,I,QN08,St. Albans,4112,10747.39932,5544421.194,0.19888,1.954162,50.20261,1597,1597,1596,"Census Tract 424, Queens County, New York",2569,12861.7,290,473,103,735,73542,291,0,0.112884,0.184118,0.297003,0.140136054,0,44.622093,34,27.325581,25.242248,44.622093,9.350775,0.000127,4.360465,189.389535,Queens,81042400,4042400,5544421.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4042400
1927,8,1,Manhattan,800,E,MN27,Chinatown,3809,6362.78572,2366871.162,0.0849,204.007722,8680.560703,1067,1067,1066,"Census Tract 8, New York County, New York",9333,111072.9,1383,1357,1588,3585,24366,1449,0,0.148184,0.145398,0.293582,0.442956764,0,67.393411,92,25.290698,92.248062,67.393411,93.217054,0.001618,92.344961,530.087209,Manhattan,61000800,1000800,2366871.162,1,0,0,0,1,1,1,0,0,0,1,1,3,3,1000800
1928,25,1,Manhattan,2500,E,MN27,Chinatown,3809,4763.703045,1439387.818,0.051631,190.539027,5160.306815,1084,1084,1083,"Census Tract 25, New York County, New York",5291,102444,1027,1085,1158,1901,16333,691,0,0.194103,0.205065,0.399168,0.609153077,0,53.439922,99,84.496124,99.176357,53.439922,90.649225,0.001285,86.24031,566.472868,Manhattan,61002500,1002500,1439387.818,1,0,0,0,1,0,1,0,1,0,1,1,2,4,1002500
1929,43,2,Bronx,4300,E,BX39,Mott Haven-Port Morris,3710,6502.629137,2442986.143,0.08763,157.201186,5520.401541,21,21,20,"Census Tract 43, Bronx County, New York",5841,67118.9,1205,1046,876,1923,21827,882,0,0.2063,0.179079,0.385379,0.455538222,0,64.874031,93,79.408915,94.476744,64.874031,74.031008,0.000731,58.187984,528.972868,Bronx,5004300,2004300,2442986.143,1,0,0,0,0,0,1,0,1,0,0,0,1,2,2004300
1930,41,2,Bronx,4100,E,BX39,Mott Haven-Port Morris,3710,6688.413074,1977775.759,0.070943,152.74278,6482.999971,19,19,18,"Census Tract 41, Bronx County, New York",6483,90892.8,1427,1108,1117,2018,18516,817,0,0.220114,0.170909,0.391023,0.553518335,0,50.823643,98,81.686047,97.674419,50.823643,86.434109,0.000966,74.127907,539.583333,Bronx,5004100,2004100,1977775.759,1,0,0,0,0,0,1,0,1,0,1,0,1,3,2004100
1931,51,2,Bronx,5100,E,BX39,Mott Haven-Port Morris,3710,13392.10537,5509302.667,0.19762,44.13885,1979.353547,27,27,26,"Census Tract 51, Bronx County, New York",5814,30775.4,876,1155,963,1957,20233,725,0,0.150671,0.198658,0.349329,0.492079714,0,49.95155,95,59.98062,96.26938,49.95155,33.624031,0.000358,24.854651,409.98062,Bronx,5005100,2005100,5509302.667,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2005100
1932,170.05,5,Staten Island,17005,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,18608.87579,16126970.09,0.578477,0,0,2017,2017,2016,"Census Tract 170.05, Richmond County, New York",4744,8205.8,673,774,166,1630,95000,119,0,0.141863,0.163153,0.305017,0.101840491,0,3.633721,18,31.29845,10.319767,3.633721,4.651163,0.000129,4.457364,76.065891,Staten Island,85017005,5017005,16126970.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5017005
1933,176,5,Staten Island,17600,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,26113.35142,35646916.45,1.278665,0,0,2025,2025,2024,"Census Tract 176, Richmond County, New York",4892,3718.1,901,833,90,1601,101908,228,0,0.184178,0.170278,0.354456,0.056214866,0,10.707364,5,62.596899,8.381783,10.707364,2.422481,0.000062,2.180233,101.841085,Staten Island,85017600,5017600,35646916.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5017600
1934,133.02,5,Staten Island,13302,I,SI22,West New Brighton-New Brighton-St. George,3903,16025.51105,9313313.535,0.33407,0,0,2002,2002,2001,"Census Tract 133.02, Richmond County, New York",3672,11218.1,556,582,221,1005,55052,688,0,0.151416,0.158497,0.309913,0.219900498,0,80.184109,60,33.866279,48.304264,80.184109,7.364341,0.000132,4.748062,315.01938,Staten Island,85013302,5013302,9313313.535,0,0,0,0,0,0,0,1,0,1,0,0,0,2,5013302
1935,141,5,Staten Island,14100,I,SI22,West New Brighton-New Brighton-St. George,3903,7928.011821,3338745.543,0.119761,0,0,2005,2005,2004,"Census Tract 141, Richmond County, New York",2725,22602.6,512,559,202,929,50625,340,0,0.18789,0.205138,0.393028,0.217438105,0,50.04845,60,82.50969,55.329457,50.04845,21.656977,0.000388,27.374031,346.560077,Staten Island,85014100,5014100,3338745.543,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5014100
1936,367,2,Bronx,36700,E,BX17,East Tremont,3705,4543.81934,1005438.029,0.036065,43.033873,840.296831,256,256,255,"Census Tract 367, Bronx County, New York",2556,71326.3,509,477,283,662,23224,166,0,0.199139,0.18662,0.385759,0.427492447,0,19.040698,91,79.505814,93.120155,19.040698,77.180233,0.000897,69.912791,448.934108,Bronx,5036700,2036700,1005438.029,1,0,0,0,0,0,1,0,1,0,1,0,1,3,2036700
1937,291.03,5,Staten Island,29103,I,SI05,New Springville-Bloomfield-Travis,3902,25335.74612,21971803.67,0.788134,9.842113,364.4057,2058,2058,2057,"Census Tract 291.03, Richmond County, New York",7405,9437.6,1386,1198,198,2621,74507,491,0,0.187171,0.161783,0.348953,0.075543686,0,19.428295,9,59.593023,24.563953,19.428295,5.620155,0.000146,5.523256,143.507752,Staten Island,85029103,5029103,21971803.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5029103
1938,277.02,5,Staten Island,27702,I,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,3902,17791.88826,15696998.22,0.563053,1.787741,108.999011,2052,2052,2051,"Census Tract 277.02, Richmond County, New York",6097,10881.9,946,1202,364,2841,61806,566,0,0.155158,0.197146,0.352304,0.1281239,0,33.284884,30,61.482558,38.468992,33.284884,7.025194,0.000176,7.46124,210.513566,Staten Island,85027702,5027702,15696998.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5027702
1939,96.02,5,Staten Island,9602,I,SI36,Old Town-Dongan Hills-South Beach,3902,10199.56864,6649177.187,0.238507,0,0,1985,1985,1984,"Census Tract 96.02, Richmond County, New York",3301,13840.9,522,461,187,1287,74356,374,0,0.158134,0.139655,0.297789,0.145299145,0,44.718992,36,27.51938,24.660853,44.718992,10.125969,0.000245,13.75969,201.647287,Staten Island,85009602,5009602,6649177.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5009602
1940,122,5,Staten Island,12200,I,SI45,New Dorp-Midland Beach,3902,12098.48427,8916973.277,0.319851,3.720735,133.612127,1993,1993,1992,"Census Tract 122, Richmond County, New York",3591,11235.2,696,660,81,1383,92292,58,0,0.193818,0.183793,0.377611,0.05856833,0,2.034884,5,76.065891,11.531008,2.034884,7.412791,0.000208,9.835271,114.195736,Staten Island,85012200,5012200,8916973.277,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5012200
1941,181,5,Staten Island,18100,I,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,3902,32453.14422,56262836.64,2.018167,4.876041,148.671073,2027,2027,2026,"Census Tract 181, Richmond County, New York",3049,1516.5,712,831,148,1022,100556,101,0,0.233519,0.272548,0.506068,0.14481409,0,5.862403,36,98.304264,8.76938,5.862403,1.405039,0.000024,1.21124,157.315891,Staten Island,85018100,5018100,56262836.64,0,0,1,0,0,0,0,0,1,0,0,0,1,1,5018100
1942,277.06,5,Staten Island,27706,I,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,3902,9395.600217,4719066.88,0.169274,0,0,2055,2055,2054,"Census Tract 277.06, Richmond County, New York",3320,19603.4,547,432,128,1110,78393,348,0,0.164759,0.13012,0.29488,0.115315315,0,39.922481,24,25.872093,20.930233,39.922481,17.49031,0.000291,18.362403,186.28876,Staten Island,85027706,5027706,4719066.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5027706
1943,173,5,Staten Island,17300,E,SI05,New Springville-Bloomfield-Travis,3902,8004.128145,3688472.119,0.132306,66.454685,1626.81719,2024,2024,2023,"Census Tract 173, Richmond County, New York",2448,18472.8,481,486,291,944,40000,232,0,0.196487,0.198529,0.395016,0.308262712,0,34.108527,78,82.945736,72.577519,34.108527,16.036822,0.000313,20.348837,337.936046,Staten Island,85017300,5017300,3688472.119,0,0,0,0,0,0,1,0,1,0,0,0,0,2,5017300
1944,177,5,Staten Island,17700,I,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,3902,27952.43632,38418864.22,1.378096,21.958168,1511.825921,2026,2026,2025,"Census Tract 177, Richmond County, New York",6885,5028,1449,1363,106,2356,98056,553,0,0.210458,0.197967,0.408424,0.044991511,0,25.968992,3,87.160853,9.641473,25.968992,2.858527,0.00008,2.325581,156.831395,Staten Island,85017700,5017700,38418864.22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5017700
1945,510.02,3,Brooklyn,51002,E,BK42,Flatbush,4015,4483.60966,1152098.867,0.041326,99.657627,4699.872471,757,757,756,"Census Tract 510.02, Kings County, New York",4716,114080.6,712,599,440,1789,43702,993,0,0.150975,0.127014,0.27799,0.245947457,0,87.015504,67,19.96124,66.618217,87.015504,94.282946,0.001906,95.348837,516.812016,Brooklyn,47051002,3051002,1152098.867,0,0,0,0,1,1,0,1,0,1,1,1,2,4,3051002
1946,794,3,Brooklyn,79400,E,BK95,Erasmus,4010,6265.762733,2391961.702,0.0858,74.025869,1137.820171,914,914,913,"Census Tract 794, Kings County, New York",1820,21215.9,299,356,200,605,35082,364,0,0.164286,0.195604,0.35989,0.330578512,0,84.108527,82,66.133721,80.087209,84.108527,19.573643,0.000421,30.668605,446.31783,Brooklyn,47079400,3079400,2391961.702,0,0,0,0,0,0,1,1,0,1,0,0,0,3,3079400
1947,37,1,Manhattan,3700,I,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,11745.25217,4121299.403,0.147832,0.170136,4.45417,1098,1098,1097,"Census Tract 37, New York County, New York",2618,16543.7,297,362,129,1316,100093,146,0,0.113445,0.138273,0.251719,0.098024316,0,14.874031,17,12.936047,9.060078,14.874031,13.275194,0.000405,28.827519,110.804264,Manhattan,61003700,1003700,4121299.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003700
1948,49,1,Manhattan,4900,I,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,6725.226337,2216135.006,0.079493,161.177158,3258.01393,1109,1109,1108,"Census Tract 49, New York County, New York",4544,56766.3,622,504,181,2550,100851,161,0,0.136884,0.110915,0.247799,0.070980392,0,6.540698,8,12.112403,8.672481,6.540698,65.697674,0.001174,82.606589,190.455426,Manhattan,61004900,1004900,2216135.006,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1004900
1949,151,5,Staten Island,15100,I,SI07,Westerleigh,3903,14271.82663,10822517.01,0.388205,0,0,2012,2012,2011,"Census Tract 151, Richmond County, New York",5087,13119.4,938,989,241,1966,88750,161,0,0.184392,0.194417,0.378809,0.122583927,0,5.281008,27,76.501938,13.80814,5.281008,9.544574,0.000228,12.015504,149.176357,Staten Island,85015100,5015100,10822517.01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5015100
